ID,Restaurant ID,Cuisines,Restaurant Name,Country,City,Address,Average Cost for two,Currency,Has Table booking,Has Online delivery,Aggregate rating,Votes,Links
1813,1096,Indian,Haldiram's,India,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.6,185,https://www.zoma.to/r/1096
1814,1096,Chinese,Haldiram's,India,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.6,185,https://www.zoma.to/r/1096
1815,3213,Indian,Khaaja Chowk,India,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",1000,Indian Rupees(Rs.),Yes,Yes,3.6,496,https://www.zoma.to/r/3213
1816,18381642,Indian,Phantom,India,Gurgaon,"Shop 48 & 49, 2nd Floor , MGF Metropolitan, MG Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,No,3.5,55,https://www.zoma.to/r/18381642
1817,18381642,Chinese,Phantom,India,Gurgaon,"Shop 48 & 49, 2nd Floor , MGF Metropolitan, MG Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,No,3.5,55,https://www.zoma.to/r/18381642
1818,338,Italian,Sage,India,Gurgaon,"Food Court, MGF Metropolitan Mall, MG Road, Gurgaon",900,Indian Rupees(Rs.),No,No,3.5,205,https://www.zoma.to/r/338
1819,1245,American,TGI Friday's,India,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",2500,Indian Rupees(Rs.),Yes,Yes,3.7,730,https://www.zoma.to/r/1245
1820,18381233,American,The Belgian Fries Company,India,Gurgaon,"9 A, Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",400,Indian Rupees(Rs.),No,Yes,3.7,31,https://www.zoma.to/r/18381233
1821,18381233,Indian,The Belgian Fries Company,India,Gurgaon,"9 A, Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",400,Indian Rupees(Rs.),No,Yes,3.7,31,https://www.zoma.to/r/18381233
1822,18153552,Indian,The Grills King,India,Gurgaon,"Shop 1-5, Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",1400,Indian Rupees(Rs.),Yes,No,3.8,468,https://www.zoma.to/r/18153552
1823,18153552,Chinese,The Grills King,India,Gurgaon,"Shop 1-5, Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",1400,Indian Rupees(Rs.),Yes,No,3.8,468,https://www.zoma.to/r/18153552
1824,18082232,Italian,Chicago Pizza,India,Gurgaon,"FC-08B, Food Court, 3rd Floor, MGF Metropolitan, MG Road, Gurgaon",600,Indian Rupees(Rs.),No,No,2.3,29,https://www.zoma.to/r/18082232
1825,3585,Indian,Suburbia - The Empire,India,Gurgaon,"2nd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",1800,Indian Rupees(Rs.),Yes,No,2.1,90,https://www.zoma.to/r/3585
1826,305698,Indian,Viva Hyderabad,India,Gurgaon,"Food Court, 3rd Floor, MGF Metropolitan Mall",600,Indian Rupees(Rs.),No,Yes,2.3,34,https://www.zoma.to/r/305698
1827,18337917,Indian,Queens Cafí©,India,Gurgaon,"R3-B, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",900,Indian Rupees(Rs.),Yes,No,4,62,https://www.zoma.to/r/18337917
1828,8147,Moroccan,FOA - The Flavours of Arabia,India,Gurgaon,"3rd Floor, Ninex City Mart Mall, Sohna Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,Yes,3.4,165,https://www.zoma.to/r/8147
1829,8147,Indian,FOA - The Flavours of Arabia,India,Gurgaon,"3rd Floor, Ninex City Mart Mall, Sohna Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,Yes,3.4,165,https://www.zoma.to/r/8147
1830,18198825,Indian,A1,India,Gurgaon,"4/9, Ratan Garden, New Colony Mor, Old Railway Road, Gurgaon",200,Indian Rupees(Rs.),No,No,3,4,https://www.zoma.to/r/18198825
1831,302044,Indian,Apni Rasoi,India,Gurgaon,"Shop 301-302, Opposite Apna Enclave, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,2.9,4,https://www.zoma.to/r/302044
1832,18399220,Indian,DBDN Deena Meat Vala,India,Gurgaon,"Shop 105, Old Jail Market, Shivaji Nagar, Old Gurgaon, Sector 11, Near Sector 37, Gurgaon",500,Indian Rupees(Rs.),No,No,3.2,5,https://www.zoma.to/r/18399220
1833,5084,Indian,Deep Chicken Corner,India,Gurgaon,"Shop 7, Palika Bazar, Near New Colony More, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,No,3.2,18,https://www.zoma.to/r/5084
1834,302024,Indian,Dilli Rasoi,India,Gurgaon,"B-386, Ratan Garden, New Colony Mor, Old Railway Road, Gurgaon",700,Indian Rupees(Rs.),No,No,3.2,31,https://www.zoma.to/r/302024
1835,302024,Chinese,Dilli Rasoi,India,Gurgaon,"B-386, Ratan Garden, New Colony Mor, Old Railway Road, Gurgaon",700,Indian Rupees(Rs.),No,No,3.2,31,https://www.zoma.to/r/302024
1836,309987,Indian,Green Chick Chop,India,Gurgaon,"Opposite Bhim Nagar Aryan Hospital, Shivpuri, Old Railway Road, Gurgaon",350,Indian Rupees(Rs.),No,No,2.9,5,https://www.zoma.to/r/309987
1837,18358183,Chinese,Hangout Cafe,India,Gurgaon,"16 C, Opposite Lady of Fatima Convent School, New Colony, Old Railway Road, Gurgaon",200,Indian Rupees(Rs.),No,Yes,3.4,27,https://www.zoma.to/r/18358183
1838,304713,Indian,Hari Om Rasoi,India,Gurgaon,"Main Madanpuri Road, Gali 5, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,3.2,28,https://www.zoma.to/r/304713
1839,18396200,Indian,Harish Phulwari,India,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.1,4,https://www.zoma.to/r/18396200
1840,301358,Indian,Hotel Rajvanshi Restaurant,India,Gurgaon,"Hotel Rajvanshi, Near DSD College, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.3,25,https://www.zoma.to/r/301358
1841,301358,Chinese,Hotel Rajvanshi Restaurant,India,Gurgaon,"Hotel Rajvanshi, Near DSD College, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.3,25,https://www.zoma.to/r/301358
1842,6834,Indian,Jagdish Vaishno Dhaba,India,Gurgaon,"Opposite Gurgaon Dreams, Old Railway Road, Gurgaon",150,Indian Rupees(Rs.),No,No,3.1,12,https://www.zoma.to/r/6834
1843,6835,Indian,JVR Jayka,India,Gurgaon,"Opposite Gurgaon Dreamz, Old Railway Road, Gurgaon",200,Indian Rupees(Rs.),No,No,2.9,5,https://www.zoma.to/r/6835
1844,302041,Indian,Kaza,India,Gurgaon,"Near Sector 4 & 5 Chowk, Opposite Sneh Hospital, Old Railway Road, Gurgaon",1000,Indian Rupees(Rs.),Yes,No,3.1,25,https://www.zoma.to/r/302041
1845,302041,Chinese,Kaza,India,Gurgaon,"Near Sector 4 & 5 Chowk, Opposite Sneh Hospital, Old Railway Road, Gurgaon",1000,Indian Rupees(Rs.),Yes,No,3.1,25,https://www.zoma.to/r/302041
1846,310412,Chinese,Knight Delight Kafe,India,Gurgaon,"17, Shyam Palace, Baba Prakash Puri Chowk, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,Yes,2.6,12,https://www.zoma.to/r/310412
1847,301989,Indian,Laajawab Chaap Express,India,Gurgaon,"Circular Road, New Colony, Old Railway Road, Gurgaon",250,Indian Rupees(Rs.),No,No,3.1,17,https://www.zoma.to/r/301989
1848,2107,Indian,Laddu Gopal,India,Gurgaon,"727, Bhim Nagar, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,3,13,https://www.zoma.to/r/2107
1849,2107,Chinese,Laddu Gopal,India,Gurgaon,"727, Bhim Nagar, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,3,13,https://www.zoma.to/r/2107
1850,1029,Indian,Mini's Royal Cafe,India,Gurgaon,"Krishna Colony Corner, Near Taneja Hospital, New Colony, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,No,3.3,21,https://www.zoma.to/r/1029
1851,1029,Chinese,Mini's Royal Cafe,India,Gurgaon,"Krishna Colony Corner, Near Taneja Hospital, New Colony, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,No,3.3,21,https://www.zoma.to/r/1029
1852,18144475,Indian,Pakwan,India,Gurgaon,"164/11, Shivpuri, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,Yes,3.4,60,https://www.zoma.to/r/18144475
1853,18144475,Chinese,Pakwan,India,Gurgaon,"164/11, Shivpuri, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,Yes,3.4,60,https://www.zoma.to/r/18144475
1854,18331053,Indian,Patiala,India,Gurgaon,"16-F, Madanpuri Road, New Colony, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.4,33,https://www.zoma.to/r/18331053
1855,18331053,Chinese,Patiala,India,Gurgaon,"16-F, Madanpuri Road, New Colony, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,3.4,33,https://www.zoma.to/r/18331053
1856,18383525,Indian,Pind Balluchi,India,Gurgaon,"204/1/13, Dhobi Ghat, Subash Nagar, Old Railway Road, Gurgaon",800,Indian Rupees(Rs.),No,Yes,2.7,11,https://www.zoma.to/r/18383525
1857,1019,Italian,Pizza Man,India,Gurgaon,"Opposite Sector 7, Huda Market, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,2.9,8,https://www.zoma.to/r/1019
1858,18311926,Indian,Punjabi Dhani,India,Gurgaon,"220/11, Near Aryan Hospital, Old Railway Road, Gurgaon",700,Indian Rupees(Rs.),No,No,3.2,25,https://www.zoma.to/r/18311926
1859,302037,Indian,Raju Halwai,India,Gurgaon,"Shop 49, Gali 6, Main Madanpuri Road, Laxmi Bazar, Old Railway Road, Gurgaon",450,Indian Rupees(Rs.),No,No,3.1,7,https://www.zoma.to/r/302037
1860,18396397,Indian,Rupa Tikki Wala And Caterers,India,Gurgaon,"Old Railway Road, Gurgaon",150,Indian Rupees(Rs.),No,No,2.8,4,https://www.zoma.to/r/18396397
1861,302027,French,Samrat The Cake Shoppe,India,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",150,Indian Rupees(Rs.),No,No,3,11,https://www.zoma.to/r/302027
1862,306938,French,Samrat,India,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,2.9,10,https://www.zoma.to/r/306938
1863,306938,Indian,Samrat,India,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",400,Indian Rupees(Rs.),No,No,2.9,10,https://www.zoma.to/r/306938
1864,17977759,Indian,Sanjha Chula,India,Gurgaon,"Opposite Tirath Ram Hospital, Basai Road, Old Railway Road, Gurgaon",700,Indian Rupees(Rs.),No,No,3,6,https://www.zoma.to/r/17977759
1865,309986,Indian,Silver Crown,India,Gurgaon,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,Yes,2.5,12,https://www.zoma.to/r/309986
1866,309986,Chinese,Silver Crown,India,Gurgaon,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",500,Indian Rupees(Rs.),No,Yes,2.5,12,https://www.zoma.to/r/309986
1867,301800,French,Super Bakery,India,Gurgaon,"Near Bank of India, Jacobpura, Old Railway Road, Gurgaon",250,Indian Rupees(Rs.),No,No,3.3,26,https://www.zoma.to/r/301800
1868,301800,Chinese,Super Bakery,India,Gurgaon,"Near Bank of India, Jacobpura, Old Railway Road, Gurgaon",250,Indian Rupees(Rs.),No,No,3.3,26,https://www.zoma.to/r/301800
1869,304718,Chinese,Unique Bus Wales,India,Gurgaon,"Opposite Furniture Height, New Colony, Old Railway Road, Gurgaon",200,Indian Rupees(Rs.),No,No,2.8,16,https://www.zoma.to/r/304718
1870,310493,Indian,Dilli 6 Express,India,Gurgaon,"New Colony More, Near Easy Day, Old Railway Road, Gurgaon",550,Indian Rupees(Rs.),No,No,3.5,31,https://www.zoma.to/r/310493
1871,18372397,French,The Oven Artist,India,Gurgaon,"191, New Colony, Near Old Railway Road, Gurgaon",800,Indian Rupees(Rs.),No,No,3.5,25,https://www.zoma.to/r/18372397
1872,304700,Indian,Bal Ji Rasoi,India,Gurgaon,"Near IndusInd Bank ATM, Main Madanpuri Road, Old Railway Road, Gurgaon",300,Indian Rupees(Rs.),No,No,0,3,https://www.zoma.to/r/304700
1873,18492087,Indian,Dakshin Bistro,India,Gurgaon,"P-3, Circular Road, Opposite Holy Heart Preparatory School, New Colony, Old Railway Road, Gurgaon",600,Indian Rupees(Rs.),No,No,0,3,https://www.zoma.to/r/18492087
1874,18396391,Indian,Metro Dhaba,India,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",150,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18396391
1875,18370499,Indian,Sukhman Food City,India,Gurgaon,"Old Railway Road, Gurgaon",200,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18370499
1876,18336543,Chinese,The Burger Hub,India,Gurgaon,"P-6A, New Colony, Near, Old Railway Road, Gurgaon",300,Indian Rupees(Rs.),No,No,0,3,https://www.zoma.to/r/18336543
1877,3603,Italian,Pizza Hut Delivery,India,Gurgaon,"11, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",800,Indian Rupees(Rs.),No,Yes,2.2,93,https://www.zoma.to/r/3603
1878,313043,French,Hot Cherries,India,Gurgaon,"UG-9, Block C, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",400,Indian Rupees(Rs.),No,No,3.6,84,https://www.zoma.to/r/313043
1879,230,Italian,Domino's Pizza,India,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",700,Indian Rupees(Rs.),No,No,2.4,112,https://www.zoma.to/r/230
1880,18322641,Italian,Coldpress Company,India,Gurgaon,"Omaxe Gurgaon Mall Sohna Road, Gurgaon",500,Indian Rupees(Rs.),No,Yes,4.1,74,https://www.zoma.to/r/18322641
1881,18391155,Korean,Hahn's Kitchen,India,Gurgaon,"One Horizon Centre, Golf Course Road, Gurgaon",1800,Indian Rupees(Rs.),No,No,3.2,12,https://www.zoma.to/r/18391155
1882,18285742,Indian,Shree Rathnam,India,Gurgaon,"One Horizon Center, Golf Course Road, Gurgaon",800,Indian Rupees(Rs.),Yes,Yes,3.4,36,https://www.zoma.to/r/18285742
1883,18285725,Italian,Caffe Tonino,India,Gurgaon,"1st Floor, One Horizon Center, Golf Course Road, Gurgaon",1400,Indian Rupees(Rs.),No,Yes,3.8,101,https://www.zoma.to/r/18285725
1884,18383488,American,Carl's Jr.,India,Gurgaon,"1st Floor, One Horizon Centre, Golf Course Road, Gurgaon",650,Indian Rupees(Rs.),No,Yes,3.5,45,https://www.zoma.to/r/18383488
1885,18285745,Indian,Delhi Club House,India,Gurgaon,"One Horizon Center, Golf Course Road, Gurgaon",1700,Indian Rupees(Rs.),No,No,3.9,81,https://www.zoma.to/r/18285745
1886,18391132,Japanese,Shophouse by Kylin,India,Gurgaon,"T 1-107, One Horizon Centre, Golf Course Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,No,3.5,37,https://www.zoma.to/r/18391132
1887,18391132,Chinese,Shophouse by Kylin,India,Gurgaon,"T 1-107, One Horizon Centre, Golf Course Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,No,3.5,37,https://www.zoma.to/r/18391132
1888,18391132,Thai,Shophouse by Kylin,India,Gurgaon,"T 1-107, One Horizon Centre, Golf Course Road, Gurgaon",1500,Indian Rupees(Rs.),Yes,No,3.5,37,https://www.zoma.to/r/18391132
1889,18291436,Indian,Bikaner Sweets & Restaurant,India,Gurgaon,"Shri Ram Mandir Complex, Opposite Celebrity Homes, Palam Vihar, Gurgaon",350,Indian Rupees(Rs.),No,No,3.1,9,https://www.zoma.to/r/18291436
1890,301936,Chinese,Burger Bites & More,India,Gurgaon,"Shop 5, Annapurna Market, Opposite C2 Block, Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,2.9,19,https://www.zoma.to/r/301936
1891,7083,French,Chawla Bakers,India,Gurgaon,"6, Dharam Colony, Near Spanish Court, Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,3.2,18,https://www.zoma.to/r/7083
1892,7083,Indian,Chawla Bakers,India,Gurgaon,"6, Dharam Colony, Near Spanish Court, Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,3.2,18,https://www.zoma.to/r/7083
1893,312105,French,Crust N Cakes,India,Gurgaon,"Palam Vihar, Gurgaon",550,Indian Rupees(Rs.),No,Yes,3.2,6,https://www.zoma.to/r/312105
1894,18311942,Chinese,Darjeeling Kanchanjanga Momos,India,Gurgaon,"Shop 2, G Block, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,2.9,4,https://www.zoma.to/r/18311942
1895,18144481,Indian,Express Kitchen,India,Gurgaon,"Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,2.9,4,https://www.zoma.to/r/18144481
1896,18144481,Chinese,Express Kitchen,India,Gurgaon,"Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,2.9,4,https://www.zoma.to/r/18144481
1897,303859,Indian,Hangover,India,Gurgaon,"Near Sector 5, Gol Chakkar, Palam Vihar, Gurgaon",800,Indian Rupees(Rs.),Yes,No,2.7,11,https://www.zoma.to/r/303859
1898,303859,Chinese,Hangover,India,Gurgaon,"Near Sector 5, Gol Chakkar, Palam Vihar, Gurgaon",800,Indian Rupees(Rs.),Yes,No,2.7,11,https://www.zoma.to/r/303859
1899,5106,Indian,Sangam Sweets,India,Gurgaon,"Opposite H Block, Near OBC Bank, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,Yes,2.5,9,https://www.zoma.to/r/5106
1900,5106,Chinese,Sangam Sweets,India,Gurgaon,"Opposite H Block, Near OBC Bank, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,Yes,2.5,9,https://www.zoma.to/r/5106
1901,308726,Indian,Shree Bikaner Misthan Bhandar,India,Gurgaon,"Opposite B & C Block Gate, Near Spanish Court, Palam Vihar, Gurgaon",300,Indian Rupees(Rs.),No,No,3,4,https://www.zoma.to/r/308726
1902,308726,Chinese,Shree Bikaner Misthan Bhandar,India,Gurgaon,"Opposite B & C Block Gate, Near Spanish Court, Palam Vihar, Gurgaon",300,Indian Rupees(Rs.),No,No,3,4,https://www.zoma.to/r/308726
1903,303209,Indian,Shree Shyam Rasoi,India,Gurgaon,"Opposite Power House, Palam Vihar Road, Palam Vihar, Gurgaon",350,Indian Rupees(Rs.),No,No,3.1,12,https://www.zoma.to/r/303209
1904,18375401,Chinese,Swad On Grill,India,Gurgaon,"Shop 1, Near Celebrity Homes, DSOI Club Road, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,3.1,17,https://www.zoma.to/r/18375401
1905,18375401,Indian,Swad On Grill,India,Gurgaon,"Shop 1, Near Celebrity Homes, DSOI Club Road, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,3.1,17,https://www.zoma.to/r/18375401
1906,18396428,Indian,The Pepper's,India,Gurgaon,"Shop 10, Behind Axis Bank, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,No,3,5,https://www.zoma.to/r/18396428
1907,18396428,Chinese,The Pepper's,India,Gurgaon,"Shop 10, Behind Axis Bank, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,No,3,5,https://www.zoma.to/r/18396428
1908,18396178,Indian,Anisha Restaurant,India,Gurgaon,"Shop 7, Opposite B Block Power House, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18396178
1909,18346735,Indian,Annapoorna Foods,India,Gurgaon,"A-242, 1st Floor, Block E, Palam Vyapar Kendra, Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18346735
1910,303697,French,Bakelicious 18,India,Gurgaon,"Celebrity Homes, Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/303697
1911,18463987,French,Bansiwala Bakery,India,Gurgaon,"Shop 2, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18463987
1912,18463989,Indian,Bansiwala Rasoi,India,Gurgaon,"Shop 3, Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",300,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18463989
1913,304771,Indian,Bansiwala Sweets,India,Gurgaon,"Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",100,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/304771
1914,18471289,Indian,Bikaner Sweets & Restaurant,India,Gurgaon,"Bajgehara Road, New Palam Vihar, Near Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18471289
1915,18324432,Chinese,Chaska Food Corner,India,Gurgaon,"Shop 1, Bestech Park View Residency Market, Sector 3, Palam Vihar, Gurgaon",700,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18324432
1916,18324432,Indian,Chaska Food Corner,India,Gurgaon,"Shop 1, Bestech Park View Residency Market, Sector 3, Palam Vihar, Gurgaon",700,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18324432
1917,18476508,Indian,Chulha,India,Gurgaon,"346-A, Jade Villas, H Block, Opposite Gold's Gym,  Palam Vihar, Gurgaon",500,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18476508
1918,18350153,Indian,Dev Restaurant,India,Gurgaon,"Shop 4, Bestech Park View Residency, Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18350153
1919,18350153,Chinese,Dev Restaurant,India,Gurgaon,"Shop 4, Bestech Park View Residency, Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18350153
1920,18472669,Chinese,Dietpoint,India,Gurgaon,"Bajgera Chowk, New Palam Vihar, Near Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18472669
1921,18472669,Indian,Dietpoint,India,Gurgaon,"Bajgera Chowk, New Palam Vihar, Near Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18472669
1922,18463993,French,Gautam Bakery,India,Gurgaon,"Opposite Ansal API, Palam Vihar, Gurgaon",150,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18463993
1923,18476498,Indian,Honey Hot & Spicy,India,Gurgaon,"Bijwasan, Palam Vihar Road, Near Rashan Card Office, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18476498
1924,18476498,Chinese,Honey Hot & Spicy,India,Gurgaon,"Bijwasan, Palam Vihar Road, Near Rashan Card Office, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18476498
1925,18471248,Indian,Hot & Spicy,India,Gurgaon,"Opposite Mahindra Aura Apartment, New Palam Vihar, Near Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18471248
1926,18471248,Chinese,Hot & Spicy,India,Gurgaon,"Opposite Mahindra Aura Apartment, New Palam Vihar, Near Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18471248
1927,18464002,Chinese,Hot Fork,India,Gurgaon,"C-98, Vyapar Kendra, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/18464002
1928,18478377,Indian,Icon Foods,India,Gurgaon,"A-13, Opposite Power House, Main Gurgaon Road, Palam Vihar Extension, Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18478377
1929,18478377,Chinese,Icon Foods,India,Gurgaon,"A-13, Opposite Power House, Main Gurgaon Road, Palam Vihar Extension, Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18478377
1930,18244261,Indian,Indochi Cafe & Restaurant,India,Gurgaon,"G-1, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18244261
1931,18244261,Chinese,Indochi Cafe & Restaurant,India,Gurgaon,"G-1, Behind Ansal Plaza Mall, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18244261
1932,18274332,French,Love to Wish,India,Gurgaon,"Opposite Golds Gym, Near Celebrity Homes, Palam Vihar, Gurgaon",200,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/18274332
1933,18460280,French,M CríÂme,India,Gurgaon,"K 1407, Palam Vihar, Gurgaon",700,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18460280
1934,18263500,Indian,Mamta Tiffin Service,India,Gurgaon,"Block A, Rajendra Park, Bajghera Road, Near Railway Station, Sector 105, Near Palam Vihar, Palam Vihar, Gurgaon",150,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18263500
1935,18463994,Indian,Panther Restaurant,India,Gurgaon,"Shop 1, Near Wine Shop, Krishna Chowk, Palam Vihar, Gurgaon Palam Vihar",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18463994
1936,18463994,Chinese,Panther Restaurant,India,Gurgaon,"Shop 1, Near Wine Shop, Krishna Chowk, Palam Vihar, Gurgaon Palam Vihar",600,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18463994
1937,18449816,Italian,Pizza King,India,Gurgaon,"2316/31, Chauma Road, Block A, Rajendra Park, Sector 105, Near Palam Vihar, Gurgaon",600,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18449816
1938,309341,Indian,Radha Swami Shudh Vaishno Dhaba,India,Gurgaon,"Near Yamaha Showroom, Ashok Vihar, Near, Palam Vihar, Gurgaon",300,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/309341
1939,18423904,Indian,RD's Authentic Aroma,India,Gurgaon,"Shop 12, 12-A, 14, Block C2, GTM Shopping Arcade, Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/18423904
1940,18423904,Chinese,RD's Authentic Aroma,India,Gurgaon,"Shop 12, 12-A, 14, Block C2, GTM Shopping Arcade, Palam Vihar, Gurgaon",450,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/18423904
1941,18462613,Indian,Savour,India,Gurgaon,"427, H Block, Palam Vihar, Gurgaon",250,Indian Rupees(Rs.),No,No,0,1,https://www.zoma.to/r/18462613
1942,18396180,Indian,Sheetla Dhaba,India,Gurgaon,"Dharma Colony, Opposite ACP Office, Palam Vihar, Gurgaon",400,Indian Rupees(Rs.),No,No,0,0,https://www.zoma.to/r/18396180
1943,303865,Indian,Shree Bikaner Mishthan Bhandar,India,Gurgaon,"Near Sector 5, Ashok Vihar Phase 2, Palam Vihar, Gurgaon",500,Indian Rupees(Rs.),No,No,0,2,https://www.zoma.to/r/303865
1944,7096,Indian,Shree Shyam Bhojnalaya,India,Gurgaon,"Ashok Vihar Part 2, Near Sector 5 Chowk, Palam Vihar, Gurgaon",350,Indian Rupees(Rs.),No,No,0,3,https://www.zoma.to/r/7096
